reviews.text,reviews.rating
I worth every penny and well designed and very satisfied. It's exactly what I was looking for.,5
I'm stopped working and poor quality. I would not buy this again.,1
I worth every penny and very happy with. It's exactly what I was looking for.,5
This product is satisfactory and standard quality. It works for now.,3
I easy to use and excellent quality and worth every penny. It's exactly what I was looking for.,5
I love this product and excellent quality. It's exactly what I was looking for.,5
This product is reasonable. It works for now.,3
I'm customer service is terrible. I would not buy this again.,1
I highly recommend and excellent quality and fantastic product. It's exactly what I was looking for.,5
I'm terrible product and would not recommend. I would not buy this again.,1
This product is average product. It works for now.,3
This product is acceptable and as expected. It works for now.,3
I'm defective and regret buying. I would not buy this again.,1
This product is reasonable and as expected. It works for now.,3
I'm very frustrated and customer service is terrible. I would not buy this again.,1
I highly recommend and fantastic product. It's exactly what I was looking for.,5
I'm broke easily. I would not buy this again.,1
I'm waste of money. I would not buy this again.,1
I love this product and easy to use. It's exactly what I was looking for.,5
This product is does the job and ordinary product. It works for now.,3
This product is average product and as expected. It works for now.,3
This product is as expected. It works for now.,3
I'm terrible product and disappointed with. I would not buy this again.,1
This product is ordinary product. It works for now.,3
I very satisfied and exceeded expectations and best purchase. It's exactly what I was looking for.,5
I'm very frustrated and waste of money. I would not buy this again.,1
I well designed. It's exactly what I was looking for.,5
This product is reasonable and decent. It works for now.,3
I love this product and very satisfied and worth every penny. It's exactly what I was looking for.,5
I'm regret buying and poor quality. I would not buy this again.,1
I very satisfied. It's exactly what I was looking for.,5
I'm waste of money and doesn't work. I would not buy this again.,1
This product is standard quality. It works for now.,3
I'm not worth the price. I would not buy this again.,1
I'm broke easily and defective. I would not buy this again.,1
I'm defective and broke easily. I would not buy this again.,1
I'm regret buying. I would not buy this again.,1
This product is acceptable. It works for now.,3
I'm defective. I would not buy this again.,1
I fantastic product and highly recommend. It's exactly what I was looking for.,5
I'm not as described. I would not buy this again.,1
I well designed and amazing value. It's exactly what I was looking for.,5
I'm waste of money and cheaply made. I would not buy this again.,1
This product is middle of the road and standard quality. It works for now.,3
I amazing value and well designed and works great. It's exactly what I was looking for.,5
This product is decent and neither good nor bad. It works for now.,3
I'm stopped working and doesn't work. I would not buy this again.,1
I'm broke easily. I would not buy this again.,1
I well designed and excellent quality. It's exactly what I was looking for.,5
I easy to use. It's exactly what I was looking for.,5
This product is not bad. It works for now.,3
I'm not as described. I would not buy this again.,1
